标准时间,经度(Longitude),纬度(Latitude),高度(Altitude_m),SO2(ug/m3),SO2标识,NO2(ug/m3),NO2标识,NO(ug/m3),NO标识,NOx(ug/m3),NOx标识,CO(mg/m3),CO标识,O3(ug/m3),O3标识,工况PM2.5(ug/m3),工况PM2.5标识,工况PM10(ug/m3),工况PM10标识,大气温度(℃),大气温度标识,大气湿度(%),大气湿度标识,风向(°),风向标识,风速(m/s),风速标识,大气压(hPa),大气压标识,Thermal_OC(ug/m^3),Thermal_OC标识,Thermal_EC(ug/m^3),Thermal_EC标识,OptOC(ugC/m^3),OptOC标识,OptEC(ugC/m^3),OptEC标识,TC(ugC/m^3),TC标识,BC_370nm(ng/m3),BC_370nm标识,BC_430nm(ng/m3),BC_430nm标识,蓝色_470nm(ng/m3),蓝色_470nm标识,BC_520nm(ng/m3),BC_520nm标识,黄色_565nm(ng/m3),黄色_565nm标识,黄色_590nm(ng/m3),黄色_590nm标识,红色_660nm(ng/m3),红色_660nm标识,BC_760nm(ng/m3),BC_760nm标识,黑炭_880nm(ng/m3),黑炭_880nm标识,红外_950nm(ng/m3),红外_950nm标识
2026-05-03 08:12:57.600,120.04104315529287,30.411477376236487,107.15015467691946,2.9,,11.5,,0.8,,12.7,,0.242,,104.8,,15.3,,34.7,,17.97,,48.0,,86.0,,2.5,,1010.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:57.700,120.04104076579699,30.41147833443345,107.35253948968993,2.0,,11.6,,0.6,,12.5,,0.238,,102.9,,15.3,,34.7,,17.99,,49.0,,81.0,,2.3,,1010.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:57.800,120.04104019882152,30.411481921696737,107.58053160083585,2.0,,14.0,,0.9,,15.4,,0.244,,97.7,,7.9,,28.9,,18.27,,50.0,,89.0,,1.7,,1010.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:57.900,120.04103887986635,30.411481400491354,107.86408494888792,2.3,,13.6,,1.0,,15.1,,0.24,,99.7,,7.9,,28.9,,18.24,,47.0,,144.0,,2.8,,1010.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.000,120.04103870149736,30.411479733744006,108.13499284740861,2.9,,13.1,,0.5,,13.8,,0.234,,100.0,,7.9,,28.9,,18.3,,47.0,,87.0,,1.7,,1010.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.100,120.04103749442655,30.411481834187594,108.41795007615646,2.4,,14.1,,0.5,,14.8,,0.25,,96.9,,7.9,,28.9,,18.35,,47.0,,103.0,,2.0,,1010.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.200,120.04103657921746,30.41148326594576,108.63879275324925,2.6,,14.6,,0.7,,15.7,,0.233,,98.6,,7.9,,28.9,,18.28,,47.0,,86.0,,1.5,,1010.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.300,120.04103737793456,30.41148379722585,108.80373869770877,2.9,,14.1,,0.8,,15.3,,0.233,,99.4,,7.9,,28.9,,18.55,,45.0,,90.0,,1.9,,1010.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.400,120.04103620616476,30.411484952375815,109.00298106702901,2.7,,13.8,,0.9,,15.1,,0.228,,99.9,,7.9,,28.9,,18.6,,44.0,,86.0,,1.8,,1010.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.500,120.04103535154891,30.4114838562527,109.25214351504202,3.2,,14.9,,1.3,,16.9,,0.246,,98.7,,6.8,,20.6,,18.73,,43.0,,74.0,,2.4,,1010.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.600,120.04103774739691,30.411482636751753,109.47801533810211,3.1,,15.2,,1.4,,17.3,,0.243,,97.7,,6.8,,20.6,,18.87,,43.0,,90.0,,1.7,,1010.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.700,120.04103928759746,30.411482544133925,109.73294331549887,3.0,,16.0,,1.3,,18.1,,0.245,,96.9,,6.8,,20.6,,19.1,,43.0,,98.0,,2.3,,1010.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.800,120.04103756855481,30.411483033052125,109.94940818600888,2.9,,16.1,,1.5,,18.4,,0.238,,99.8,,6.8,,20.6,,19.05,,42.0,,106.0,,2.3,,1010.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:58.900,120.04103854932185,30.411484388864725,110.34347388024153,4.0,,16.2,,1.4,,18.3,,0.245,,96.8,,6.8,,20.6,,19.34,,40.0,,91.0,,2.1,,1010.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.000,120.04103899635444,30.411484770033695,110.5880414117555,3.0,,15.4,,0.0,,15.4,,0.24,,98.4,,6.8,,20.6,,19.2,,39.0,,83.0,,2.6,,1010.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.100,120.04103821573858,30.41148516998606,110.80361526027941,2.9,,12.0,,0.7,,13.1,,0.232,,104.5,,6.8,,20.6,,19.16,,36.0,,92.0,,3.3,,1010.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.200,120.04103812382732,30.411486686854683,110.97618940505939,2.1,,12.1,,0.7,,13.2,,0.228,,98.6,,11.2,,35.1,,19.44,,37.0,,81.0,,1.8,,1009.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.300,120.04103931329962,30.41148820753743,111.20692304579127,2.3,,12.8,,1.0,,14.3,,0.225,,100.8,,11.2,,35.1,,19.6,,36.0,,119.0,,2.3,,1009.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.400,120.0410362067538,30.41148754530344,111.52910818330386,3.0,,12.7,,1.9,,15.6,,0.22,,100.2,,11.2,,35.1,,19.84,,35.0,,97.0,,1.5,,1009.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.500,120.04103586733905,30.411486442588885,111.73927899789547,2.6,,13.3,,1.8,,16.1,,0.225,,102.1,,11.2,,35.1,,19.83,,34.0,,86.0,,2.4,,1009.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.600,120.04103666725578,30.41148710095443,111.9681842732619,2.7,,14.0,,1.4,,16.1,,0.227,,103.4,,11.2,,35.1,,19.93,,34.0,,94.0,,2.8,,1009.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.700,120.04103587796583,30.41148669726307,112.15576217430333,2.1,,14.5,,1.6,,17.0,,0.233,,102.8,,11.2,,35.1,,20.03,,35.0,,87.0,,2.4,,1009.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.800,120.0410377020841,30.411486376798358,112.48053336648226,3.0,,14.9,,2.0,,18.0,,0.229,,103.5,,11.2,,35.1,,20.23,,34.0,,92.0,,1.9,,1009.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:12:59.900,120.0410394040532,30.41148756125966,112.70287427519276,3.1,,13.8,,2.1,,17.1,,0.233,,104.4,,9.4,,27.8,,20.64,,34.0,,66.0,,2.0,,1009.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.000,120.04103963536043,30.411487588164377,112.89717542202013,3.1,,14.1,,1.9,,17.0,,0.227,,106.7,,9.4,,27.8,,20.61,,33.0,,85.0,,2.1,,1009.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.100,120.0410397639718,30.41148630712479,113.22553121258639,2.9,,14.2,,1.3,,16.3,,0.238,,107.7,,9.4,,27.8,,20.99,,34.0,,108.0,,2.1,,1009.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.200,120.04103885498505,30.41148659865377,113.49843630309024,3.3,,14.2,,1.3,,16.1,,0.238,,109.4,,9.4,,27.8,,20.67,,35.0,,115.0,,2.1,,1009.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.300,120.04103821901714,30.41148733251188,113.7250983855141,3.7,,14.5,,1.7,,17.2,,0.238,,109.2,,9.4,,27.8,,21.13,,32.0,,94.0,,1.5,,1008.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.400,120.04103907419308,30.41148587453862,113.9914566729772,2.4,,13.6,,1.4,,15.7,,0.23,,112.6,,9.4,,27.8,,21.31,,31.0,,104.0,,1.7,,1008.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.500,120.04104133812115,30.411484813533807,114.20858119926388,2.5,,13.6,,1.7,,16.1,,0.236,,113.5,,13.4,,34.7,,21.35,,33.0,,113.0,,2.4,,1008.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.600,120.04104172661751,30.411485097437247,114.49232265499187,2.5,,14.2,,1.6,,16.7,,0.255,,114.4,,13.4,,34.7,,21.27,,32.0,,82.0,,2.6,,1008.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.700,120.0410420847179,30.411485902677615,114.82559939462756,3.3,,15.2,,1.3,,17.1,,0.251,,115.3,,13.4,,34.7,,21.67,,31.0,,155.0,,2.7,,1008.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.800,120.0410423404687,30.411485716701794,115.13270561985412,3.2,,15.0,,1.7,,17.5,,0.249,,116.1,,13.4,,34.7,,21.48,,35.0,,91.0,,2.4,,1008.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:00.900,120.04104456174672,30.411485658272372,115.33706157643337,3.9,,17.4,,2.1,,20.7,,0.266,,118.2,,13.4,,34.7,,21.49,,35.0,,88.0,,2.4,,1008.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.000,120.04104574077694,30.41148561785698,115.46700577509586,3.2,,18.8,,1.1,,20.6,,0.28,,113.6,,13.4,,34.7,,21.96,,34.0,,79.0,,1.5,,1008.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.100,120.04104658005667,30.41148511000708,115.72994252488054,2.7,,20.4,,1.3,,22.3,,0.267,,112.6,,13.4,,34.7,,22.21,,34.0,,155.0,,1.9,,1008.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.200,120.04104674262337,30.411485430936736,116.04472075509398,2.9,,17.5,,1.7,,20.1,,0.269,,118.7,,16.4,,45.4,,21.8,,35.0,,82.0,,1.9,,1007.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.300,120.04104589646421,30.411486122440383,116.29939738191919,3.0,,17.2,,1.6,,19.7,,0.27,,120.9,,16.4,,45.4,,22.13,,35.0,,119.0,,2.6,,1007.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.400,120.04104660002608,30.411486934111654,116.51244541594733,3.2,,16.5,,1.3,,18.5,,0.266,,123.4,,16.4,,45.4,,21.91,,35.0,,74.0,,2.0,,1007.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.500,120.04104776356404,30.411486441479763,116.83681391750413,3.1,,16.1,,1.7,,18.7,,0.267,,123.1,,16.4,,45.4,,22.19,,35.0,,69.0,,1.8,,1007.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.600,120.04104798277574,30.411488650452934,117.0969269537032,2.8,,16.7,,2.2,,20.0,,0.274,,124.8,,16.4,,45.4,,22.15,,35.0,,75.0,,1.8,,1007.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.700,120.04104726046162,30.411488752525507,117.3529124016185,1.8,,15.9,,1.1,,17.5,,0.292,,130.7,,16.4,,45.4,,21.86,,35.0,,110.0,,2.6,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.800,120.04104805506316,30.41148704390288,117.56227445271585,3.5,,15.8,,1.2,,17.7,,0.285,,131.0,,16.4,,45.4,,22.5,,34.0,,51.0,,1.9,,1006.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:01.900,120.04104639152665,30.411488255473895,117.94723566277732,3.1,,15.2,,0.9,,16.6,,0.281,,134.7,,11.8,,39.4,,22.71,,34.0,,130.0,,2.0,,1006.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.000,120.04104600005385,30.411488199143328,118.2291342915807,3.8,,15.4,,0.9,,16.7,,0.286,,136.1,,11.8,,39.4,,22.28,,36.0,,84.0,,1.7,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.100,120.041047279877,30.411487284611272,118.52229851371953,2.5,,16.4,,1.6,,18.9,,0.279,,138.8,,11.8,,39.4,,22.37,,36.0,,101.0,,2.9,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.200,120.04104831660723,30.41148799686343,118.81292105768442,2.4,,17.4,,0.9,,18.8,,0.292,,136.0,,11.8,,39.4,,22.75,,36.0,,61.0,,1.3,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.300,120.04104939030927,30.411485071710423,119.13489255170884,3.4,,17.5,,1.0,,19.1,,0.289,,140.7,,11.8,,39.4,,22.52,,37.0,,89.0,,2.0,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.400,120.04104828623862,30.411483141651807,119.44671107481504,3.3,,17.9,,1.2,,19.7,,0.287,,141.0,,11.8,,39.4,,22.69,,37.0,,66.0,,1.1,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.500,120.0410498568412,30.411483139058777,119.78677278783265,2.7,,17.3,,0.9,,18.8,,0.286,,144.8,,11.8,,39.4,,22.98,,37.0,,77.0,,2.2,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.600,120.04105174488457,30.411484790242554,120.17051974923982,1.5,,18.3,,0.6,,19.2,,0.302,,147.1,,18.7,,51.5,,22.5,,38.0,,62.0,,2.4,,1005.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.700,120.04105248953356,30.411485036456362,120.3493788688993,0.7,,16.9,,0.7,,18.0,,0.301,,148.1,,18.7,,51.5,,23.04,,38.0,,32.0,,1.6,,1005.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.800,120.04105193530557,30.411484242171134,120.76692712232884,3.3,,9.0,,0.7,,10.1,,0.295,,147.0,,18.7,,51.5,,22.89,,39.0,,78.0,,2.1,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:02.900,120.04105147670907,30.411484549380678,121.08204071690136,2.7,,0.4,,0.8,,1.6,,0.293,,153.7,,18.7,,51.5,,22.52,,40.0,,80.0,,2.8,,1005.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.000,120.04105131051274,30.41148664593361,121.32280357952688,3.2,,3.5,H,0.3,H,4.4,H,0.313,,156.1,,18.7,,51.5,,22.6,,40.0,,60.0,,1.7,,1005.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.100,120.04105134652593,30.41148597599767,121.51928801892616,4.1,,21.2,,0.5,,22.0,,0.313,,0.8,,18.7,,51.5,,22.6,,42.0,,61.0,,1.7,,1005.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.200,120.04105032337611,30.41148611080825,121.77185327047926,2.5,,20.1,,0.3,,20.5,,0.328,,156.7,H,21.2,,63.4,,22.43,,43.0,,68.0,,2.1,,1005.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.300,120.04104919729244,30.411484692846283,122.04598027540654,3.6,,21.2,,0.1,,21.4,,0.132,,153.6,,21.2,,63.4,,22.34,,44.0,,72.0,,2.5,,1005.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.400,120.04104700432076,30.411485739562302,122.33016365537698,3.5,,21.6,,0.3,,22.1,,0.037,PZ,154.1,,21.2,,63.4,,22.25,,45.0,,65.0,,2.5,,1005.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.500,120.04104487690526,30.411485574296215,122.56106942084568,963.0,,21.7,,0.6,,22.6,,0.339,,149.6,,21.2,,63.4,,22.18,,46.0,,67.0,,2.3,,1005.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.600,120.04104509388844,30.41148728646018,122.72037742576946,1031.7,,25.0,,0.1,,25.1,,0.356,,147.2,,21.2,,63.4,,21.92,,48.0,,79.0,,2.4,,1005.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.700,120.04104504537679,30.411487296426,123.04009090648104,247.6,PS,23.2,,0.6,,24.1,,0.335,,147.8,,21.2,,63.4,,21.62,,49.0,,72.0,,2.6,,1005.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.800,120.04104512973254,30.411486636728355,123.29643897866856,4.7,,21.8,,0.6,,22.7,,0.324,,578.5,,21.2,,63.4,,21.44,,49.0,,69.0,,2.7,,1005.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:03.900,120.04104388792989,30.41148805690112,123.57350997288549,3.0,,20.8,,0.7,,21.9,,0.314,,820.7,,18.5,,62.7,,21.2,,51.0,,67.0,,3.1,,1005.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.000,120.04104620348016,30.411488188205883,123.80355063074454,2.8,,20.8,,0.3,,21.2,,0.308,,789.3,,18.5,,62.7,,21.09,,51.0,,74.0,,2.2,,1005.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.100,120.04104402330036,30.411486342207592,123.9772524241909,2.3,,23.7,,0.5,,24.5,,44.758,,137.8,,18.5,,62.7,,21.02,,51.0,,68.0,,2.1,,1005.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.200,120.04104419315995,30.411487125728158,124.1501149259232,2.2,,24.6,,0.6,,25.5,,45.442,,137.7,,18.5,,62.7,,20.96,,51.0,,77.0,,2.2,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.300,120.041045194034,30.411486784819378,124.4311679020561,2.6,,23.2,,0.7,,24.4,,0.415,H,136.7,,18.5,,62.7,,20.73,,51.0,,74.0,,2.2,,1005.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.400,120.04104714357653,30.41148801432572,124.68478698449948,2.4,,4.3,,451.2,,696.1,,0.309,,125.4,,18.5,,62.7,,20.75,,51.0,,68.0,,1.1,,1005.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.500,120.04104579847709,30.411485782087027,124.908671605021,2.8,,16.3,H,1.0,H,180.5,H,0.299,,133.9,,18.5,,62.7,,20.68,,51.0,,72.0,,1.5,,1005.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.600,120.04104535320438,30.411484875531205,125.16843715920798,2.3,,21.9,,0.5,,22.7,,0.289,,130.9,,20.3,,57.2,,20.4,,52.0,,69.0,,2.0,,1005.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.700,120.04104529120013,30.411484837450924,125.3940289979014,2.5,,22.4,,0.0,,22.5,,0.287,,126.4,,20.3,,57.2,,20.31,,52.0,,76.0,,1.8,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.800,120.04104535401724,30.41148555923349,125.59033983491044,2.6,,24.1,,0.6,,25.0,,0.281,,123.3,,20.3,,57.2,,20.2,,52.0,,66.0,,1.7,,1005.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:04.900,120.0410470575128,30.411485668947027,125.8553173594889,1.9,,22.1,,0.4,,22.7,,0.273,,121.1,,20.3,,57.2,,20.0,,52.0,,80.0,,2.0,,1005.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.000,120.04104783905903,30.411486157741162,126.17783767657332,1.8,,24.3,,0.2,,24.7,,0.261,,119.4,,20.3,,57.2,,19.93,,52.0,,72.0,,1.4,,1005.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.100,120.04104806974905,30.411485687620985,126.46133699804389,2.2,,23.2,,0.0,,23.1,,0.258,,119.3,,20.3,,57.2,,19.89,,52.0,,74.0,,1.7,,1005.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.200,120.0410464191877,30.41148603867675,126.718214526216,1.9,,20.4,,-0.1,,20.3,,0.266,,120.9,,20.3,,57.2,,19.69,,52.0,,71.0,,1.9,,1005.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.300,120.04104600536903,30.411486122171638,126.8564670299386,1.4,,19.7,,0.1,,19.8,,0.257,,119.3,,17.4,,44.3,,19.55,,52.0,,64.0,,1.5,,1005.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.400,120.04104514682184,30.411486458998276,127.12209126033436,2.5,,21.3,,0.3,,21.8,,0.257,,115.7,,17.4,,44.3,,19.5,,52.0,,75.0,,1.9,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.500,120.04104366129921,30.411488130237725,127.321020076091,2.3,,20.7,,0.5,,21.6,,0.259,,116.9,,17.4,,44.3,,19.5,,52.0,,77.0,,1.9,,1006.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.600,120.04104481122857,30.411488850324442,127.53201226083911,2.4,,19.9,,0.2,,20.2,,0.268,,113.5,,17.4,,44.3,,19.5,,52.0,,82.0,,1.7,,1006.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.700,120.04104702704932,30.41148773025191,127.84011936470915,2.5,,19.3,,0.0,,19.3,,0.276,,112.4,,17.4,,44.3,,19.33,,52.0,,67.0,,1.4,,1006.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.800,120.04104822626725,30.411487205967553,128.17623435997902,2.2,,18.4,,0.0,,18.4,,0.281,,108.3,,17.4,,44.3,,19.24,,52.0,,47.0,,1.2,,1006.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:05.900,120.04104778187818,30.41148777315647,128.4387837357758,1.5,,19.6,,0.7,,20.7,,0.287,,106.4,,18.5,,43.2,,19.1,,52.0,,61.0,,1.2,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:06.000,120.04104749418396,30.411488934963657,128.73305815714295,2.7,,20.5,,0.4,,21.1,,0.284,,100.5,,18.5,,43.2,,19.17,,52.0,,54.0,,1.1,,1006.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:06.100,120.04104508387229,30.411490658838147,128.86997740816548,2.0,,21.1,,0.5,,21.9,,0.281,,101.6,,18.5,,43.2,,19.1,,52.0,,56.0,,1.1,,1006.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:06.200,120.04104634206286,30.41149218207049,129.04099080329402,2.6,,21.0,,1.3,,23.1,,0.281,,101.6,,18.5,,43.2,,19.1,,52.0,,67.0,,0.9,,1006.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:06.300,120.04104570280515,30.411491169780152,129.2653338411793,2.3,,19.2,,0.9,,20.6,,0.275,,102.5,,18.5,,43.2,,19.1,,52.0,,70.0,,0.9,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
2026-05-03 08:13:06.400,120.04104520326226,30.411492300854288,129.5840435200908,3.4,,18.8,,0.6,,19.7,,0.278,,100.7,,18.5,,43.2,,19.05,,52.0,,54.0,,0.7,,1006.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D
