采集时间,经度(Longitude),纬度(Latitude),高度(Altitude_m),SO2(ug/m3),SO2标识,NO2(ug/m3),NO2标识,NO(ug/m3),NO标识,NOx(ug/m3),NOx标识,CO(mg/m3),CO标识,O3(ug/m3),O3标识,工况PM2.5(ug/m3),工况PM2.5标识,工况PM10(ug/m3),工况PM10标识,大气温度(℃),大气温度标识,大气湿度(%),大气湿度标识,风向(°),风向标识,风速(m/s),风速标识,大气压(hPa),大气压标识,Thermal_OC(ug/m^3),Thermal_OC标识,Thermal_EC(ug/m^3),Thermal_EC标识,OptOC(ugC/m^3),OptOC标识,OptEC(ugC/m^3),OptEC标识,TC(ugC/m^3),TC标识,BC_370nm(ng/m3),BC_370nm标识,BC_430nm(ng/m3),BC_430nm标识,蓝色_470nm(ng/m3),蓝色_470nm标识,BC_520nm(ng/m3),BC_520nm标识,黄色_565nm(ng/m3),黄色_565nm标识,黄色_590nm(ng/m3),黄色_590nm标识,红色_660nm(ng/m3),红色_660nm标识,BC_760nm(ng/m3),BC_760nm标识,黑炭_880nm(ng/m3),黑炭_880nm标识,红外_950nm(ng/m3),红外_950nm标识,标准时间
2025-05-06 08:55:00,119.98791625202259,30.274412093132074,153.98985142495144,1.6,,12.2,,1.9,,15.1,,0.345,,75.9,,17.3,,27.3,,22.8,,70.0,,242.0,,1.6,,1004.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 08:55:00
2025-05-06 09:00:00,119.9879286739869,30.27441794892343,154.50900687481888,1.5,,11.1,,1.9,,14.0,,0.337,,80.2,,9.5,,13.5,,22.84,,69.0,,216.0,,1.4,,1004.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:00:00
2025-05-06 09:05:00,119.9879410595417,30.274423901737126,154.84840244958133,0.8,,9.8,,2.1,,13.0,,0.33,,81.8,,9.5,,13.5,,22.97,,69.0,,207.0,,1.4,,1004.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:05:00
2025-05-06 09:10:00,119.98795340793026,30.274429951355582,154.99450751869765,1.5,,9.7,,1.9,,12.6,,0.331,,82.0,,9.5,,13.5,,23.36,,68.0,,228.0,,0.9,,1004.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:10:00
2025-05-06 09:15:00,119.98796571839715,30.274436097555313,154.9414973341234,2.3,,9.8,,1.5,,12.1,,0.34,,80.8,,9.5,,13.5,,23.39,,68.0,,203.0,,1.2,,1004.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:15:00
2025-05-06 09:20:00,119.98797799018814,30.27444234010695,154.6914852446342,1.8,,9.1,,1.3,,11.0,,0.337,,85.5,,9.5,,13.5,,23.43,,67.0,,200.0,,0.6,,1004.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:20:00
2025-05-06 09:25:00,119.98799022255038,30.274448678775247,154.2544384432793,2.0,,8.7,,1.2,,10.6,,0.341,,84.8,,9.5,,13.5,,24.94,,63.0,,224.0,,0.8,,1004.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:25:00
2025-05-06 09:30:00,119.9880024147323,30.274455113319082,153.64778060684773,1.2,,9.0,,1.3,,11.0,,0.338,,82.3,,9.5,,13.5,,24.39,,65.0,,197.0,,1.0,,1004.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:30:00
2025-05-06 09:35:00,119.98801456598383,30.27446164349146,152.89569726885853,1.2,,10.1,,1.7,,12.7,,0.334,,81.0,,9.5,,13.5,,24.66,,65.0,,223.0,,0.7,,1004.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:35:00
2025-05-06 09:40:00,119.98802667555626,30.274468269039538,152.02817161866082,1.7,,10.3,,2.1,,13.4,,0.326,,85.9,,9.5,,13.5,,25.08,,61.0,,232.0,,1.1,,1004.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:40:00
2025-05-06 09:45:00,119.98803874270243,30.27447498970461,151.079789166293,2.1,,10.0,,1.5,,12.3,,0.319,,89.3,,9.5,,13.5,,25.04,,61.0,,211.0,,1.1,,1004.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:45:00
2025-05-06 09:50:00,119.98805076667671,30.27448180522214,150.08835892733686,1.7,,10.1,,0.8,,11.3,,0.322,,96.1,,9.5,,13.5,,25.2,,58.0,,231.0,,1.8,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:50:00
2025-05-06 09:55:00,119.98806274673505,30.27448871532175,149.0934060967805,1.5,,10.3,,0.9,,11.6,,0.328,,104.5,,9.5,,13.5,,25.35,,56.0,,244.0,,1.4,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 09:55:00
2025-05-06 10:00:00,119.98807468213505,30.274495719727227,148.134596304223,2.2,,10.6,,1.3,,12.6,,0.343,,103.6,,28.0,,51.2,,25.77,,55.0,,256.0,,1.0,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:00:00
2025-05-06 10:05:00,119.98808657213597,30.274502818156563,147.25015427039412,2.0,,10.6,,1.2,,12.6,,0.341,,104.9,,28.0,,51.2,,26.38,,53.0,,272.0,,1.0,,1004.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:05:00
2025-05-06 10:10:00,119.98809841599882,30.274510010321926,146.47533990816487,1.4,,10.1,,0.9,,11.5,,0.333,,108.0,,28.0,,51.2,,26.27,,52.0,,283.0,,2.0,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:10:00
2025-05-06 10:15:00,119.98811021298633,30.274517295929698,145.84104262108897,2.1,,9.2,,0.3,,9.6,,0.331,,110.4,,28.0,,51.2,,25.92,,52.0,,291.0,,2.2,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:15:00
2025-05-06 10:20:00,119.98812196236311,30.27452467468047,145.3725498403613,2.9,,8.2,,0.2,,8.6,,0.32,,112.7,,28.0,,51.2,,26.41,,50.0,,309.0,,2.0,,1004.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:20:00
2025-05-06 10:25:00,119.9881336633956,30.274532146269063,145.08853889473497,1.9,,6.9,,0.5,,7.8,,0.301,,120.3,,28.0,,51.2,,26.48,,45.0,,313.0,,4.9,,1004.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:25:00
2025-05-06 10:30:00,119.98814531535213,30.274539710384524,145.00033240436375,2.2,,6.0,,0.8,,7.3,,0.299,,121.3,,28.0,,51.2,,26.38,,45.0,,312.0,,4.0,,1004.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:30:00
2025-05-06 10:35:00,119.98815691750299,30.274547366710156,145.11144688366716,2.3,,5.3,,0.8,,6.6,,0.3,,122.4,,28.0,,51.2,,26.34,,45.0,,312.0,,4.7,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:35:00
2025-05-06 10:40:00,119.98816846912048,30.27455511492352,145.41745254899726,2.6,,5.1,,0.5,,5.9,,0.297,,121.5,,28.0,,51.2,,26.44,,46.0,,300.0,,4.0,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:40:00
2025-05-06 10:45:00,119.98817996947895,30.274562954696442,145.9061499201341,1.9,,5.7,,-0.2,,5.4,,0.305,,122.1,,28.0,,51.2,,26.34,,46.0,,314.0,,4.8,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:45:00
2025-05-06 10:50:00,119.98819141785481,30.274570885695045,146.55805617506422,1.4,,5.9,,-0.2,,5.6,,0.308,,122.6,,28.0,,51.2,,26.47,,45.0,,306.0,,4.3,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:50:00
2025-05-06 10:55:00,119.9882028135266,30.274578907579738,147.34718186861292,2.1,,5.3,,0.3,,5.7,,0.302,,123.0,,28.0,,51.2,,26.35,,45.0,,308.0,,4.7,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 10:55:00
2025-05-06 11:00:00,119.98821415577505,30.27458702000524,148.24206704960807,2.2,,5.2,,0.4,,5.9,,0.309,,122.0,,33.5,,115.0,,26.56,,45.0,,314.0,,3.3,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:00:00
2025-05-06 11:05:00,119.98822544388314,30.2745952226206,149.20703546985715,2.5,,5.8,,0.6,,6.6,,0.313,,121.9,,33.5,,115.0,,26.74,,44.0,,315.0,,3.2,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:05:00
2025-05-06 11:10:00,119.98823667713603,30.2746035150692,150.20361688357872,1.7,,6.2,,0.8,,7.4,,0.3,,122.0,,33.5,,115.0,,26.85,,43.0,,303.0,,3.2,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:10:00
2025-05-06 11:15:00,119.98824785482128,30.274611896988773,151.19208073470224,1.7,,5.9,,0.9,,7.4,,0.292,,122.9,,33.5,,115.0,,26.92,,43.0,,310.0,,3.3,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:15:00
2025-05-06 11:20:00,119.98825897622876,30.274620368011426,152.13302008876175,2.3,,5.8,,0.7,,6.9,,0.306,,123.0,,33.5,,115.0,,26.98,,44.0,,306.0,,2.9,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:20:00
2025-05-06 11:25:00,119.98827004065075,30.27462892776364,152.98892266301618,2.1,,6.2,,0.7,,7.2,,0.32,,122.6,,33.5,,115.0,,27.04,,44.0,,303.0,,4.4,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:25:00
2025-05-06 11:30:00,119.98828104738196,30.27463757586629,153.72566632278705,2.4,,6.2,,0.8,,7.4,,0.31,,124.9,,33.5,,115.0,,26.92,,41.0,,307.0,,4.1,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:30:00
2025-05-06 11:35:00,119.9882919957196,30.274646311934674,154.3138794232884,2.6,,6.1,,0.8,,7.3,,0.298,,123.9,,33.5,,115.0,,27.1,,43.0,,314.0,,2.6,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:35:00
2025-05-06 11:40:00,119.98830288496343,30.274655135578513,154.730111764417,2.4,,6.2,,1.0,,7.7,,0.308,,123.5,,33.5,,115.0,,27.11,,43.0,,313.0,,2.5,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:40:00
2025-05-06 11:45:00,119.98831371441574,30.27466404640197,154.95776947622915,2.0,,7.0,,1.4,,9.1,,0.309,,123.0,,33.5,,115.0,,27.27,,42.0,,302.0,,2.7,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:45:00
2025-05-06 11:50:00,119.98832448338148,30.274673044003674,154.98777656417028,2.9,,7.2,,1.2,,9.0,,0.3,,124.9,,33.5,,115.0,,27.27,,41.0,,306.0,,3.0,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:50:00
2025-05-06 11:55:00,119.98833519116823,30.274682127976728,154.8189367403371,2.8,,6.7,,0.7,,7.7,,0.301,,125.8,,33.5,,115.0,,27.25,,40.0,,309.0,,3.9,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 11:55:00
2025-05-06 12:00:00,119.98834583708633,30.27469129790874,154.457981115701,2.5,,5.7,,0.6,,6.6,,0.292,,126.6,,40.0,,187.3,,27.38,,40.0,,303.0,,2.8,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:00:00
2025-05-06 12:05:00,119.9883564204488,30.274700553381823,153.91929985195478,2.7,,5.2,,0.8,,6.5,,0.294,,125.6,,40.0,,187.3,,27.55,,40.0,,288.0,,2.7,,1003.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:05:00
2025-05-06 12:10:00,119.98836694057151,30.274709893972627,153.22436847117683,1.8,,5.3,,0.8,,6.5,,0.291,,127.0,,40.0,,187.3,,27.21,,41.0,,305.0,,4.4,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:10:00
2025-05-06 12:15:00,119.98837739677315,30.27471931925235,152.40089169453637,2.1,,5.5,,0.8,,6.7,,0.291,,128.8,,40.0,,187.3,,27.3,,41.0,,311.0,,3.7,,1003.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:15:00
2025-05-06 12:20:00,119.98838778837528,30.274728828786756,151.48169894248662,1.6,,5.6,,1.1,,7.3,,0.301,,130.7,,40.0,,187.3,,27.25,,41.0,,304.0,,4.4,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:20:00
2025-05-06 12:25:00,119.98839811470239,30.27473842213621,150.50343552937133,2.3,,5.4,,1.4,,7.6,,0.307,,130.5,,40.0,,187.3,,27.37,,40.0,,300.0,,3.9,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:25:00
2025-05-06 12:30:00,119.98840837508196,30.27474809885567,149.50510173038268,2.6,,5.3,,1.4,,7.5,,0.312,,131.2,,40.0,,187.3,,27.33,,41.0,,311.0,,4.1,,1003.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:30:00
2025-05-06 12:35:00,119.98841856884445,30.27475785849473,148.5264979636616,2.8,,5.1,,1.0,,6.7,,0.314,,131.2,,40.0,,187.3,,27.31,,40.0,,307.0,,3.7,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:35:00
2025-05-06 12:40:00,119.98842869532338,30.274767700597632,147.60663807322504,2.0,,5.2,,0.9,,6.6,,0.317,,131.0,,40.0,,187.3,,27.54,,39.0,,314.0,,3.3,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:40:00
2025-05-06 12:45:00,119.98843875385536,30.27477762470328,146.7821939701187,1.8,,5.4,,1.0,,6.9,,0.313,,131.4,,40.0,,187.3,,27.69,,40.0,,310.0,,2.8,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:45:00
2025-05-06 12:50:00,119.98844874378017,30.274787630345276,146.08603363904956,2.3,,5.8,,1.1,,7.4,,0.32,,132.6,,40.0,,187.3,,27.57,,40.0,,312.0,,3.7,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:50:00
2025-05-06 12:55:00,119.98845866444073,30.274797717051925,145.54591079555644,2.2,,6.2,,1.2,,8.0,,0.315,,130.9,,40.0,,187.3,,27.81,,40.0,,265.0,,2.1,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 12:55:00
2025-05-06 13:00:00,119.98846851518319,30.274807884346266,145.1833584329531,2.2,,6.8,,1.2,,8.7,,0.314,,129.8,,47.1,,200.2,,28.18,,40.0,,269.0,,1.8,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:00:00
2025-05-06 13:05:00,119.988478295357,30.2748181317461,145.0128303698366,2.2,,7.5,,1.2,,9.2,,0.328,,130.7,,47.1,,200.2,,28.44,,39.0,,282.0,,2.3,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:05:00
2025-05-06 13:10:00,119.98848800431486,30.274828458763988,145.04112502195085,2.0,,6.8,,0.9,,8.1,,0.326,,132.6,,47.1,,200.2,,28.31,,38.0,,291.0,,2.7,,1003.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:10:00
2025-05-06 13:15:00,119.98849764141286,30.2748388649073,145.267114370805,2.8,,6.9,,0.9,,8.2,,0.321,,130.6,,47.1,,200.2,,28.85,,37.0,,323.0,,1.7,,1003.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:15:00
2025-05-06 13:20:00,119.98850720601048,30.274849349678227,145.68178893421083,2.4,,6.6,,1.0,,8.1,,0.329,,134.0,,47.1,,200.2,,28.45,,37.0,,298.0,,4.0,,1003.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:20:00
2025-05-06 13:25:00,119.98851669747059,30.274859912573806,146.26861694590684,1.5,,6.3,,1.0,,7.8,,0.326,,133.3,,47.1,,200.2,,28.64,,36.0,,294.0,,2.0,,1003.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:25:00
2025-05-06 13:30:00,119.98852611515959,30.274870553085933,147.00420342490926,1.9,,5.9,,1.0,,7.4,,0.325,,134.2,,47.1,,200.2,,28.69,,36.0,,298.0,,2.3,,1003.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:30:00
2025-05-06 13:35:00,119.98853545844733,30.274881270701403,147.85922285957776,2.3,,6.1,,0.9,,7.5,,0.333,,135.0,,47.1,,200.2,,28.6,,37.0,,295.0,,2.8,,1003.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:35:00
2025-05-06 13:40:00,119.98854472670727,30.274892064901927,148.79958832322194,2.3,,6.3,,0.5,,7.1,,0.329,,136.5,,47.1,,200.2,,28.31,,35.0,,312.0,,4.3,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:40:00
2025-05-06 13:45:00,119.98855391931646,30.274902935164153,149.78781041230116,2.3,,6.0,,0.3,,6.5,,0.332,,137.6,,47.1,,200.2,,28.24,,36.0,,303.0,,3.2,,1003.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:45:00
2025-05-06 13:50:00,119.98856303565553,30.274913880959698,150.78449183063924,2.4,,5.5,,0.4,,6.1,,0.335,,137.3,,47.1,,200.2,,28.49,,34.0,,314.0,,3.5,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:50:00
2025-05-06 13:55:00,119.98857207510885,30.274924901755167,151.7498980352966,2.3,,5.5,,0.9,,6.8,,0.325,,137.1,,47.1,,200.2,,28.47,,34.0,,315.0,,3.1,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 13:55:00
2025-05-06 14:00:00,119.98858103706446,30.274935997012186,152.64554132740926,2.5,,5.6,,1.3,,7.5,,0.325,,137.9,,54.4,,210.7,,28.55,,35.0,,303.0,,2.7,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:00:00
2025-05-06 14:05:00,119.98858992091421,30.27494716618741,153.43571523528655,2.0,,5.7,,1.0,,7.2,,0.337,,136.0,,54.4,,210.7,,28.76,,35.0,,282.0,,2.6,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:05:00
2025-05-06 14:10:00,119.9885987260537,30.274958408732576,154.0889180187594,1.8,,5.7,,0.7,,6.8,,0.34,,136.9,,54.4,,210.7,,28.6,,34.0,,322.0,,2.9,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:10:00
2025-05-06 14:15:00,119.98860745188237,30.274969724094507,154.57910854415135,2.1,,5.6,,0.7,,6.8,,0.327,,139.2,,54.4,,210.7,,28.16,,34.0,,318.0,,4.6,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:15:00
2025-05-06 14:20:00,119.98861609780357,30.274981111715153,154.88674446210052,3.0,,5.8,,0.7,,6.8,,0.332,,139.7,,54.4,,210.7,,28.21,,34.0,,317.0,,3.1,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:20:00
2025-05-06 14:25:00,119.98862466322454,30.274992571031607,154.99956129935964,2.8,,5.9,,0.4,,6.6,,0.33,,139.3,,54.4,,210.7,,28.45,,33.0,,320.0,,3.2,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:25:00
2025-05-06 14:30:00,119.98863314755646,30.275004101476135,154.91306140464133,2.0,,5.4,,0.5,,6.2,,0.328,,139.5,,54.4,,210.7,,28.63,,32.0,,318.0,,2.9,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:30:00
2025-05-06 14:35:00,119.98864155021452,30.275015702476214,154.6306932557818,2.1,,5.0,,0.7,,6.1,,0.328,,141.2,,54.4,,210.7,,28.39,,33.0,,318.0,,3.5,,1003.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:35:00
2025-05-06 14:40:00,119.98864987061798,30.275027373454545,154.16371397981172,1.9,,5.3,,0.6,,6.2,,0.323,,140.5,,54.4,,210.7,,28.58,,33.0,,297.0,,2.4,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:40:00
2025-05-06 14:45:00,119.9886581081901,30.275039113829095,153.53074056682593,2.8,,5.8,,0.3,,6.2,,0.326,,139.0,,54.4,,210.7,,29.03,,33.0,,296.0,,1.4,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:45:00
2025-05-06 14:50:00,119.9886662623583,30.27505092301311,152.75700766933699,2.4,,6.2,,0.6,,7.1,,0.33,,139.0,,54.4,,210.7,,29.54,,32.0,,267.0,,1.3,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:50:00
2025-05-06 14:55:00,119.98867433255411,30.27506280041517,151.87336157631236,2.2,,6.2,,1.0,,7.7,,0.334,,139.1,,54.4,,210.7,,29.18,,31.0,,308.0,,2.0,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 14:55:00
2025-05-06 15:00:00,119.98868231821329,30.27507474543918,150.91503046897452,2.1,,5.8,,0.9,,7.2,,0.325,,140.4,,65.2,,260.3,,29.19,,31.0,,286.0,,1.1,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:00:00
2025-05-06 15:05:00,119.9886902187758,30.275086757484434,149.920219984384,2.7,,6.0,,0.5,,6.9,,0.314,,137.9,,65.2,,260.3,,29.74,,31.0,,354.0,,0.8,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:05:00
2025-05-06 15:10:00,119.98869803368586,30.27509883594563,148.92859007725596,2.2,,6.5,,0.5,,7.4,,0.323,,136.9,,65.2,,260.3,,29.99,,30.0,,316.0,,1.6,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:10:00
2025-05-06 15:15:00,119.988705762392,30.275110980212897,147.9796739027182,1.5,,6.3,,0.8,,7.4,,0.306,,136.0,,65.2,,260.3,,29.05,,29.0,,344.0,,2.6,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:15:00
2025-05-06 15:20:00,119.98871340434705,30.275123189671838,147.11130175417136,1.6,,5.9,,0.9,,7.2,,0.282,,136.7,,65.2,,260.3,,28.84,,28.0,,334.0,,3.4,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:20:00
2025-05-06 15:25:00,119.98872095900826,30.27513546370355,146.35809288887128,2.5,,5.1,,0.9,,6.4,,0.277,,138.5,,65.2,,260.3,,28.27,,29.0,,338.0,,3.7,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:25:00
2025-05-06 15:30:00,119.98872842583727,30.27514780168465,145.75007536738923,1.7,,4.6,,0.6,,5.6,,0.273,,137.7,,65.2,,260.3,,28.57,,29.0,,340.0,,3.0,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:30:00
2025-05-06 15:35:00,119.98873580430015,30.27516020298733,145.31148892959683,1.6,,4.4,,0.4,,5.1,,0.271,,138.6,,65.2,,260.3,,28.35,,29.0,,340.0,,3.7,,1003.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:35:00
2025-05-06 15:40:00,119.98874309386748,30.275172666979362,145.05981863272916,2.0,,4.7,,0.7,,5.8,,0.262,,139.3,,65.2,,260.3,,28.33,,28.0,,335.0,,4.4,,1002.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:40:00
2025-05-06 15:45:00,119.98875029401434,30.275185193024143,145.00509777733072,2.2,,5.1,,1.3,,7.1,,0.262,,139.3,,65.2,,260.3,,28.24,,28.0,,335.0,,3.6,,1002.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-06 15:45:00
